id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
677,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
678,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,14,Leñoso secano,4,Agrario,3,,
682,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
686,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
687,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
692,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,14,Leñoso secano,4,Agrario,3,,
694,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
698,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
708,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
710,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,,
714,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
719,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,14,Leñoso secano,4,Agrario,3,,
726,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
727,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
729,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
735,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
739,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,14,Leñoso secano,4,Agrario,3,,
653,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
713,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
655,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
683,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
685,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
691,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
669,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
680,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,14,Leñoso secano,4,Agrario,3,,
658,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
681,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
712,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
722,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
664,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,14,Leñoso secano,4,Agrario,3,,
720,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,15,Leñoso regadio,4,Agrario,3,,
675,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
674,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
657,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
695,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
702,Humedales de Baza,,Otros casos,IHA614025,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
670,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
684,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
705,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
707,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
724,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
733,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
737,Humedales de Baza,,Otros casos,IHA614025,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
958,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
965,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
943,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
960,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
963,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
982,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1011,Rio Antas,,Costeros,IHA611017,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,19,Areas agrarias heterogeneas,4,Agrario,3,,
993,Rio Antas,,Costeros,IHA611017,Publica,Buffer,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,,
966,Rio Antas,,Costeros,IHA611017,Publica,Humedal,11,Vegetacion riparia,3,Zonas humedas,1,7,Marisma,3,Zonas humedas,1,,
974,Rio Antas,,Costeros,IHA611017,Publica,Humedal,11,Vegetacion riparia,3,Zonas humedas,1,7,Marisma,3,Zonas humedas,1,,
995,Rio Antas,,Costeros,IHA611017,Publica,Humedal,11,Vegetacion riparia,3,Zonas humedas,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1022,Rio Antas,,Costeros,IHA611017,Publica,Humedal,11,Vegetacion riparia,3,Zonas humedas,1,15,Leñoso regadio,4,Agrario,3,,
949,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
971,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1390,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1010,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
981,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
967,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1004,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1344,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1348,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,21,Vegetación con eucaliptos,5,Cobertura vegetal y suelos,2,,
1355,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,15,Leñoso regadio,4,Agrario,3,,
1359,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1367,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1368,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,15,Leñoso regadio,4,Agrario,3,,
1395,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1409,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1410,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1411,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
944,Rio Antas,,Costeros,IHA611017,Publica,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1019,Rio Antas,,Costeros,IHA611017,Publica,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
942,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
946,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
947,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
954,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
956,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
957,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
959,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,19,Areas agrarias heterogeneas,4,Agrario,3,,
961,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
969,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
976,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,5,"Zonas mineras, escombreras o de vertido",1,Urbano e infraestructuras,5,,
986,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
991,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1006,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
1014,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1016,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1017,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1021,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
980,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
990,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1343,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1394,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,,
950,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,,
972,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
977,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,18,Herbaceo regadio
983,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1020,Rio Antas,,Costeros,IHA611017,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,,
997,Rio Antas,,Costeros,IHA611017,Publica,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1000,Rio Antas,,Costeros,IHA611017,Publica,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,,
1012,Rio Antas,,Costeros,IHA611017,Publica,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,15,Leñoso regadio,4,Agrario,3,,
962,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
998,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1388,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
955,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
994,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
952,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
970,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
996,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1005,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,18,Cultivos herbaceos,4,Agrario,3,16,Herbaceo secano
1013,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
1365,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1354,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
1362,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,14,Leñoso secano,4,Agrario,3,,
973,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
978,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
979,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
987,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,6,Zonas verdes y espacios de ocio,1,Urbano e infraestructuras,3,,
989,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
992,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1008,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,1,Tejido urbano,1,Urbano e infraestructuras,5,,
953,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
985,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
951,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
999,Rio Antas,,Costeros,IHA611017,Publica,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
1009,Rio Antas,,Costeros,IHA611017,Publica,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
964,Rio Antas,,Costeros,IHA611017,Publica,Buffer,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1001,Rio Antas,,Costeros,IHA611017,Publica,Buffer,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1002,Rio Antas,,Costeros,IHA611017,Publica,Buffer,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1003,Rio Antas,,Costeros,IHA611017,Publica,Buffer,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1392,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1387,Salar de los Canos,,Costeros,IHA611018,Privada,Humedal,24,Zonas en construccion,1,Urbano e infraestructuras,4,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1396,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,24,Zonas en construccion,1,Urbano e infraestructuras,4,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
1406,Salar de los Canos,,Costeros,IHA611018,Privada,Humedal,24,Zonas en construccion,1,Urbano e infraestructuras,4,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1366,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1380,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1385,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1400,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1421,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1424,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
1342,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1346,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1349,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1353,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1357,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1372,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1374,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
1379,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
1399,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1402,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1403,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1404,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1405,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1408,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
