fid,pct_arbo,pct_mato,pct_herb,pct_suelo,pct_querc,pct_conif,pct_eu,pct_ofro,pct_culth,pct_cultl,pct_citri,pct_olivar,pct_vitis,pct_ofrut,pct_agua,pct_edif,pct_vial,pct_zverde,pct_zexver,os_cod_n4,os_des_n4,os_cod_n3,os_des_n3,os_cod_n2,os_des_n2,os_cod_n1,os_des_n1,cd_prov,Humedal,_N,_SIOSE,_COD_95,_Usos MUCV,_COD_NUEVO,USOS_CHERB,COD_CHERB,USOS_DEFIN,USOS_GENER,COD_GENERA,COD_PRESIO,NOMBRE_HUM,COD_IHA,USOShum_ha
964088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611009,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Salinas de Cabo de Gata,IHA611009,2.351910
970244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,168,Industria aislada,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611001,14,ZONAS INDUSTRIALES Y COMERCIALES,"121",Industria aislada,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Charcones de Punta Entinas,IHA611001,0.087128
1069532,15,55,25,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,625,Matorral denso arbolado: conÃ­feras dispersas,3014,Matorrales con arbolado puro,45,Matorrales con arbolado,4,Forestal,4,IHA611004,63,MATORRAL DENSO ARBOLADO: CONIFERAS DISPERSAS,"625",Matorral denso arbolado: coniferas dispersas,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Salinas de Cerrillos,IHA611004,14.005036
1085951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Saladar del Margen,IHA614009,8.646724
1227152,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611005,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Canada de las Norias,IHA611005,22.956926
972716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,177,"Parques, plazas, jardines, paseos marÃ­timos",3001,Zonas verdes urbanas,11,Urbano mixto,1,Artificial,4,IHA611018,32,ZONAS VERDES Y ESPACIOS DE OCIO,"191","Parques, plazas, jardines, paseos maritimos",6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Salar de los Canos,IHA611018,6.950265
1224874,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611008,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Albufera Nueva,IHA611008,1.724088
960867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611005,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Canada de las Norias,IHA611005,9.178974
986866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611017,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Ri­o Antas,IHA611017,1.723754
992062,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611010,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Ribera de la Algaida,IHA611010,30.145550
1643436,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614025,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Humedales de Baza,IHA614025,16.771031
1678197,0,0,5,0,0,0,0,0,0,95,0,0,0,95,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614023,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Barranco del Agua,IHA614023,2.857912
1264773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,35,0,2008,LÃ¡mina de agua artificial,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611018,48,CANALES ARTIFICIALES,"321",Lamina de agua artificial,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Salar de los Canos,IHA611018,0.186048
1275926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2007,Zona de extracciÃ³n o vertido,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611010,24,ZONAS MINERAS,"151",Zona de extraccion o vertido,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,0.033579
960161,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,101,Casco,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611017,2,TEJIDO URBANO,"111",Casco,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,64.015197
961339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Salinas de Cabo de Gata,IHA611009,0.832070
990641,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611007,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Albufera Honda,IHA611007,24.239210
1284357,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,Playas,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611010,78,"PLAYAS, DUNAS Y ARENALES","931",Playas,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Ribera de la Algaida,IHA611010,51.942807
1226491,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611009,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Salinas de Cabo de Gata,IHA611009,5.699431
956602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,4,IHA611004,1,SIN ASIGNACIoN,"0",Sin asignacion,0,,,Sin asignacion,Urbano e infraestructuras,1,5,Salinas de Cerrillos,IHA611004,0.102366
1360862,0,55,20,10,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614009,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Saladar del Margen,IHA614009,1.653760
1679807,0,0,25,10,0,0,0,0,0,65,0,0,0,65,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614010,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Cola del Embalse del Negrati­n,IHA614010,17.259428
973174,0,0,16,19,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,210,Marisma con vegetaciÃ³n,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611003,34,MARISMA CON VEGETACION,"211",Marisma con vegetacion,7,,,Marisma,Zonas humedas,3,1,Rambla Morales,IHA611003,10.499036
1227164,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611007,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Albufera Honda,IHA611007,0.044515
1275767,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2005,Zona verde ajardinadaÂ ,3001,Zonas verdes urbanas,11,Urbano mixto,1,Artificial,4,IHA611007,33,ZONAS VERDES Y ESPACIOS DE OCIO,"191",Zona verde ajardinada ,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Albufera Honda,IHA611007,1.065458
974434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611004,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Laguna de la Gravera,IHA611002,3.104644
1284347,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,Playas,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611008,78,"PLAYAS, DUNAS Y ARENALES","931",Playas,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Albufera Nueva,IHA611008,18.188042
1380625,10,20,20,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,200,VegetaciÃ³n lagunar,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614025,44,VEGETACION RIPARIA,"331",Vegetacion lagunar,11,,,Vegetacion riparia,Zonas humedas,3,1,Humedales de Baza,IHA614025,0.139975
1234615,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611001,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Charcones de Punta Entinas,IHA611001,24.312531
1285498,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,Dunas y arenales costeros,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611004,79,"PLAYAS, DUNAS Y ARENALES","931",Dunas y arenales costeros,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Charcones de Punta Entinas,IHA611001,267.319382
998864,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,4,IHA611009,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo regadio,18,Cultivos herbaceos,Agrario,4,3,Salinas de Cabo de Gata,IHA611009,53.186182
1678127,0,0,0,98,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614025,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Humedales de Baza,IHA614025,23.957935
1037034,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,431,CÃ­tricos,431,Frutales cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611008,57,CITRICOS,"431",Citricos,15,,,Leñoso regadio,Agrario,4,3,Albufera Nueva,IHA611008,4.884310
1290960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,154,Instalaciones de conducciÃ³n de agua,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,18,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Instalaciones de conduccion de agua,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,0.978095
1385563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614010,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Cola del Embalse del Negrati­n,IHA614010,179.845455
1380611,0,60,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,VegetaciÃ³n lagunar,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614009,44,VEGETACION RIPARIA,"331",Vegetacion lagunar,11,,,Vegetacion riparia,Zonas humedas,3,1,Saladar del Margen,IHA614009,4.341518
956651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,4,IHA611008,1,SIN ASIGNACIoN,"0",Sin asignacion,0,,,Sin asignacion,Urbano e infraestructuras,1,5,Albufera Nueva,IHA611008,0.342128
968708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,65,0,142,Campos de golf,3004,"Ocio, cultural y deportivo",11,Urbano mixto,1,Artificial,4,IHA611004,30,ZONAS VERDES Y ESPACIOS DE OCIO,"193",Campos de golf,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Laguna de la Gravera,IHA611002,37.175185
1085951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Cola del Embalse del Negrati­n,IHA614010,10.198543
973169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,20,0,0,203,Salinas industriales,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,38,SALINAS,"225",Salinas industriales,8,,,Salinas,Zonas humedas,3,1,Ribera de la Algaida,IHA611010,31.073995
1276268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,50,2007,Zona de extracciÃ³n o vertido,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611005,24,ZONAS MINERAS,"151",Zona de extraccion o vertido,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,1.930129
970640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,162,Plantas de tratamiento,3008,Infraestructuras de residuos,16,Infraestructuras tÃ©cnicas,1,Artificial,4,IHA611003,20,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Plantas de tratamiento,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Rambla Morales,IHA611003,0.571931
1066069,75,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,530,FormaciÃ³n arbolada: eucaliptos,530,Bosque de eucaliptos,42,Bosque,4,Forestal,4,IHA611005,61,FOR. ARBOL. DENSA: EUCALIPTOS,"530",Formacion arbolada: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Canada de las Norias,IHA611005,1.661232
973697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,332,Lagos y lagunas,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611001,49,LAGUNAS CONTINENTALES,"331",Lagos y lagunas,12,,,Lagos y lagunas,Zonas humedas,3,1,Charcones de Punta Entinas,IHA611001,162.911960
961667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,10,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611004,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Salinas de Cerrillos,IHA611004,1.015693
1159069,0,31,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,Matorral disperso con pasto y roca o suelo,41,Matorral,41,Matorral,4,Forestal,4,IHA611003,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Rambla Morales,IHA611003,1.751998
1472836,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,460,Frutales de cÃ¡scara,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614009,54,OTROS CULTIVOS LEÑOSOS EN SECANO,"419",Frutales de cascara,14,,,Leñoso secano,Agrario,4,3,Saladar del Margen,IHA614009,8.771321
1085358,10,30,30,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,730,Matorral disperso arbolado: eucaliptos,3014,Matorrales con arbolado puro,45,Matorrales con arbolado,4,Forestal,4,IHA611010,66,MATORRAL DISP. ARBOLADO: EUCALIPTOS,"730",Matorral disperso arbolado: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Ribera de la Algaida,IHA611010,2.307089
970948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,5,25,168,Industria aislada,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611004,14,ZONAS INDUSTRIALES Y COMERCIALES,"121",Industria aislada,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Salinas de Cerrillos,IHA611004,3.083978
971609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,168,Industria aislada,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611008,14,ZONAS INDUSTRIALES Y COMERCIALES,"121",Industria aislada,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Albufera Nueva,IHA611008,0.931469
973218,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,Marisma con vegetaciÃ³n,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611001,34,MARISMA CON VEGETACION,"211",Marisma con vegetacion,7,,,Marisma,Zonas humedas,3,1,Charcones de Punta Entinas,IHA611001,10.874728
1276990,0,0,0,30,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,2008,LÃ¡mina de agua artificial,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611008,48,CANALES ARTIFICIALES,"321",Lamina de agua artificial,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Albufera Nueva,IHA611008,0.365927
990040,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611001,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Charcones de Punta Entinas,IHA611001,119.099478
1098198,10,10,80,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,840,Pastizal arbolado: otras frondosas,3016,Pastizales con arbolado puro,46,Pastizales con arbolado,4,Forestal,4,IHA611001,71,PASTIZAL ARBOLADO: OTRAS FRONDOSAS,"840",Pastizal arbolado: otras frondosas,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Charcones de Punta Entinas,IHA611001,111.207170
970672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,164,Desguaces y chatarrerÃ­a,3008,Infraestructuras de residuos,16,Infraestructuras tÃ©cnicas,1,Artificial,4,IHA611005,21,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Desguaces y chatarreria,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,1.908353
1164229,0,35,24,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,917,Matorral disperso con pasto y roca o suelo,41,Matorral,41,Matorral,4,Forestal,4,IHA611005,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Canada de las Norias,IHA611005,62.850882
1356949,0,15,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,Ãreas con fuertes procesos erosivos,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614023,81,AREAS CON FUERTES PROCESOS EROSIVOS,"933",areas con fuertes procesos erosivos,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Barranco del Agua,IHA614023,11.846331
