id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,_COD_NUEVO,USOS_DEFIN,USOS_GENER,COD_GENERA
274,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
282,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
319,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
340,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
353,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
368,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
369,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
378,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
420,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
424,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
436,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
266,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
305,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
310,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
435,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
452,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"6420",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
350,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
356,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
390,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
848,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
854,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
862,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
864,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
865,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
866,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
871,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
887,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
891,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
893,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
895,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
909,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
928,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,8,Salinas,Zonas humedas,3
922,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
919,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
867,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
868,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
902,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
935,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
889,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"1510",Habitat Prioritario UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
914,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
876,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"8210",Habitat UE,"6220",Habitat Prioritario UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
903,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
910,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
859,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
857,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
870,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
874,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
890,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
896,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"2230",Habitat UE,"1430",Habitat UE,"2260",Habitat UE,20,Vegetacion natural,Cobertura vegetal y suelos,5
860,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"2210",Dunas fijas de litoral del Crucianellion maritimae,Habitat UE,"2120",Habitat UE,"2230",Habitat UE,"1210",Habitat UE,22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
925,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
913,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,,,,,,,,,,22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
934,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",23,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5
90,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
77,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
105,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
102,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
87,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
114,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
71,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
68,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
108,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
117,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Humedal,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
83,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
107,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
76,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
89,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
70,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
98,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
88,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
104,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
74,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
84,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
91,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
118,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
122,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
72,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
112,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
100,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
120,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
79,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1410",Habitat UE,"1510",Habitat Prioritario UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
82,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
97,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
106,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
93,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
99,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
80,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
95,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
109,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
124,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
96,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
722,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
658,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
681,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
712,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
664,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
720,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
675,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
674,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
657,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
695,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
702,Humedales de Baza,,Interiores,IHA614025,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
670,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
707,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
737,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1410",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
684,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
724,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
733,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
705,Humedales de Baza,,Interiores,IHA614025,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"1410",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
966,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
974,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
1022,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"8130",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
995,RiÂ­o Antas,,Costeros,IHA611017,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"3250",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
962,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"5330",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
998,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"5330",Habitat UE,"1430",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1388,Salar de los Canos,,Costeros,IHA611018,Privada,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
994,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"1510",Habitat Prioritario UE,"8210",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
955,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
952,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
970,RiÂ­o Antas,,Costeros,IHA611017,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
