id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
1219,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1221,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1226,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1230,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1233,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1238,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1239,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1246,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1248,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1249,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1250,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1251,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
1253,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"1410",Habitat UE,"1420",Habitat UE,"-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma
1262,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1265,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1270,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1271,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma
1277,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1281,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma
1291,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1293,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1295,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1316,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1318,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1333,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma
1336,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1340,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
801,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
813,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
820,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
835,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
838,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
791,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
795,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
803,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
804,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
811,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
819,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
825,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
830,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
836,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
843,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
817,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Humedal,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma
818,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
821,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
824,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
827,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
840,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
841,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1076,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2110",Dunas moviles embrionarias,Habitat UE,"2120",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1092,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1110,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1125,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1138,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2110",Dunas moviles embrionarias,Habitat UE,"2120",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1139,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1168,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1198,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1199,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1207,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1263,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1308,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1334,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
1122,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1267,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1137,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1300,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1114,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1144,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1285,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1327,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
1091,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1024,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1025,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1033,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1040,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1041,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
1042,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas
