id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI,hic_p_tn,hic_np_tn,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6
513,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
518,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
539,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
1565,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_25,3,22600_10,,,
605,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
504,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1486,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1529,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1589,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1761,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1798,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
633,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,"2120",Dunas moviles de litoral con Ammophila arenaria (dunas blancas),Habitat UE,"2230",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,22600_10,3,2230_5,,,
462,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
488,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
514,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
561,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
1559,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_12,3,22600_10,,,
468,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
549,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
628,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
636,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
639,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
640,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
1865,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
494,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
540,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
569,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
583,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
598,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
629,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
618,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_12,3,22600_10,,,
480,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
530,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
554,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1458,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1728,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1772,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1495,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1757,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1812,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1880,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1902,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_12,2,,,,
1490,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,2250_100,2210_12,2,,,,
1669,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,2250_100,2210_12,2,,,,
1684,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,2250_100,2210_12,2,,,,
1704,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,2250_100,2210_12,2,,,,
469,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
1734,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,2,2250_100,2210_25,3,22600_10,,,
571,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar,1,1,14200_100,2250_0,2,,,,
470,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,2,2250_100,2210_75,3,22600_10,,,
538,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
543,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
545,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
544,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,2250_100,2210_75,2,,,,
634,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,7,Marisma,1,1,1150_100,14200_25,2,,,,
1568,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
759,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
764,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
772,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
773,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
783,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1437,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1442,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1581,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1673,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1739,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1805,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1908,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1911,Laguna de la Gravera,Paraje Natural,Costeros,IHA611002,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1435,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1471,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1496,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1506,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1599,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1662,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1681,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1717,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1768,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1484,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1528,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1579,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
1648,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,1,14200_100,1150_100,2,,,,
