id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI,hic_p_tn,hic_np_tn,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6
445,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Humedal,0,"92D0",Galerias y matorrales riberenos termomediterraneos (Nerio-Tamaricetea y Securinegion tinctoriae),Habitat UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar,0,1,92D00_50,,1,,,,
1512,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,2210_75,,1,,,,
1571,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,2210_75,,1,,,,
1727,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,14200_100,,1,,,,
1485,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,14200_75,,1,,,,
1679,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,2210_12,,1,,,,
581,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",7,Marisma,3,Zonas humedas,7,Marisma,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,0,2,22600_15,14200_1,2,,,,
1230,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
390,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,40901_50,62201_27,3,53307_12,,,
2010,Saladar del Margen,,Interiores,IHA614009,Privada,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,0,62201_72,,1,,,,
1127,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"5330",Habitat UE,"-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,0,62201_72,,1,,,,
793,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,10,"Rios, cauces o ramblas",3,Zonas humedas,1,10,"Rios, cauces o r",1,2,92D00_50,62201_30,3,3250_20,,,
323,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
405,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
402,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
362,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
437,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
1794,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_14,62200_13,3,53306_12,,,
1107,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_14,62200_13,3,53306_12,,,
1111,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_14,62200_13,3,53306_12,,,
1161,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,3,7,Marisma,3,Zonas humedas,1,7,Marisma,1,1,62201_14,62200_13,3,53306_12,,,
1211,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_14,62200_13,3,53306_12,,,
400,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_50,2,,,,
418,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_50,2,,,,
443,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_50,2,,,,
318,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",,,,,14,Leñoso secano,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
287,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
332,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
361,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
380,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
453,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_50,3,1430_5,,,
1313,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62200_27,53302_12,2,,,,
1177,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
805,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Humedal,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,10,"Rios, cauces o ramblas",3,Zonas humedas,1,10,"Rios, cauces o r",1,2,3250_5,62201_0,3,92D00_0,,,
808,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,62200_27,53302_12,2,,,,
812,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,1,62200_27,53302_12,2,,,,
280,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,40901_50,62201_27,3,53307_12,,,
82,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1510",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar,1,1,62201_72,13101_5,2,,,,
1277,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1291,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
451,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,1430_65,2,,,,
435,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_25,2,,,,
1335,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,0,62200_50,,1,,,,
416,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_25,2,,,,
267,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,62200_25,3,1430_5,,,
274,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,62200_25,3,1430_5,,,
282,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,62200_25,3,1430_5,,,
353,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,62200_25,3,1430_5,,,
1319,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,1430_90,62200_10,2,,,,
1220,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,1430_90,62200_10,2,,,,
310,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,2,62201_72,40901_25,3,1430_5,,,
461,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,40901_50,2,,,,
1071,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
877,Ribera de la Algaida,,Costeros,IHA611010,Privada,Humedal,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,0,62201_72,,1,,,,
929,Ribera de la Algaida,,Costeros,IHA611010,Privada,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,18,Cultivos herbaceos,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,0,62201_72,,1,,,,
1069,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1120,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1195,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1246,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1250,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
1340,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y",1,0,62201_72,62200_25,2,,,,
412,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,24,Zonas en construccion,1,Urbano e infraestructuras,4,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,62201_72,1430_65,2,,,,
2064,Albufera Nueva,Reserva Natural,Costeros,IHA611008,Publica,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,53306_38,62201_14,3,62200_13,,,
2054,Albufera Nueva,Reserva Natural,Costeros,IHA611008,Publica,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,1,1,53306_38,62201_14,3,62200_13,,,
294,Cola del Embalse del NegratiÂ­n,,Interiores,IHA614010,Publica,Buffer,0,"4090",Brezales oromediterraneos endemicos con aliaga,Habitat UE,"-1","-","-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte,1,1,62201_72,40901_12,2,,,,
